,대표식품코드,대표식품명,식품유형,식품분류(대),식품분류(중),식품분류(소),대표식품 내 전통식품수
2479,103510,용안불노방,복합식품,기호식,음청류,기타,1
2480,103511,용안육다식,복합식품,기호식,한과류,다식,4
2481,103513,용저두강수제비,복합식품,주식,면류,수제비,1
2482,103514,우거지국,복합식품,부식,국류,기타,1
2483,103515,우거지죽,복합식품,주식,죽류,죽,1
2484,103516,우거지지짐이,복합식품,부식,전골류,찌개,4
2485,103517,우거지찌개,복합식품,부식,전골류,찌개,6
2486,103518,우담소주,복합식품,주류,증류주,약용증류주,1
2487,103519,우둔찜,복합식품,부식,찜류,찜,1
2488,103520,우렁이백숙,복합식품,부식,국류,곰국,1
2489,103521,우렁찜,복합식품,부식,찜류,찜,1
2490,103522,우무,복합식품,기타,기타,기타,1
2491,103523,우무정과,복합식품,기호식,한과류,정과,1
2492,103524,우무채,복합식품,부식,나물류,생채,1
2493,103526,우뭇가사리,단일식품,부식,나물류,생채,2
2494,103527,우슬주,복합식품,주류,양조곡주,혼양곡주류,1
2495,103528,우엉가루수제비,복합식품,주식,면류,수제비,1
2496,103531,우엉뿌리구이,복합식품,부식,구이류,구이,1
2497,103532,우엉뿌리죽,복합식품,주식,면류,수제비,1
2498,103533,우엉술,복합식품,주류,양조곡주,혼양곡주류,1
2499,103534,우엉씨술,복합식품,주류,양조곡주,혼양곡주류,1
2500,103536,우엉포,복합식품,부식,장아찌류,기타,1
2501,103540,타락떡,복합식품,조미식,양념류,양념류,1
2502,103542,타락약재,복합식품,주식,죽류,죽,2
2503,103544,타락탕,복합식품,기타,기타,기타,1
2504,103548,우족초,복합식품,부식,찜류,초,1
2505,103549,우족편,복합식품,부식,회류,편육,2
2506,103551,욱리인죽,복합식품,주식,죽류,죽,2
2507,103552,운영미수가루,복합식품,기타,기타,기타,1
2508,103553,움파,기술,기타,기타,기타,1
2509,103554,움파국,복합식품,부식,국류,맑은장국,1
2510,103555,움파산적,복합식품,부식,구이류,구이,2
2511,103556,움파장국,복합식품,부식,국류,맑은장국,1
2512,103558,웅계죽,복합식품,주식,죽류,죽,1
2513,103560,웅어찌개,복합식품,부식,전골류,찌개,3
2514,103561,웅어찜,복합식품,부식,찜류,찜,1
2515,103564,원미,복합식품,주식,죽류,죽,1
2516,103565,원미식해,복합식품,부식,젓갈류,식해,1
2517,103566,원소병,복합식품,기호식,음청류,음료류,10
2518,103568,원지,단일식품,기타,기타,기타,1
2519,103569,원추리꽃초무침,복합식품,기타,기타,기타,1
2520,103570,원추리나물,복합식품,기타,기타,기타,3
2521,103571,원추리무침,복합식품,부식,나물류,숙채,1
2522,103573,월과절임,복합식품,기타,기타,기타,2
2523,103574,월과채,복합식품,부식,나물류,숙채,6
2524,103575,위무제상구온주,복합식품,주류,양조곡주,순곡주류,1
2525,103577,유감당과,복합식품,기호식,한과류,정과,2
2526,103579,유감주,복합식품,주류,양조곡주,순곡주류,1
2527,103580,유고,복합식품,기호식,떡류,기타,1
2528,103581,유과,복합식품,기호식,한과류,유과,3
2529,103582,유근피떡,복합식품,기호식,떡류,삶은떡,1
2530,103583,유단탕,복합식품,기호식,떡류,삶은떡,1
2531,103584,유락,복합식품,기타,기타,기타,1
2532,103586,유리류정과,복합식품,기호식,한과류,정과,1
2533,103587,유밀과,복합식품,기호식,한과류,유밀과,9
2534,103588,유인장,복합식품,조미식,장류,기타,1
2535,103591,유자단자,복합식품,기호식,떡류,친떡,5
2536,103594,유자장,복합식품,기호식,음청류,음료류,2
2537,103595,유자정과,복합식품,기호식,한과류,정과,6
2538,103596,유자주,복합식품,주류,양조곡주,혼양곡주류,1
2539,103597,유자차,복합식품,기호식,음청류,다류,5
2540,103598,유자청,복합식품,기호식,음청류,기타,1
2541,103599,유자화채,복합식품,기호식,음청류,화채,2
2542,103600,유주,복합식품,주류,기타,기타,1
2543,103601,유지방,복합식품,기타,기타,기타,4
2544,103603,유채꽃,복합식품,기타,기타,기타,2
2545,103605,유채나물,복합식품,기타,기타,기타,1
2546,103606,유채말림,복합식품,기타,기타,기타,1
2547,103608,유학주,복합식품,주류,양조곡주,순곡주류,1
2548,103609,유화주,복합식품,주류,양조곡주,순곡주류,5
2549,103610,유화편,복합식품,기호식,떡류,찐떡,1
2550,103611,육개장,복합식품,부식,국류,탕류,13
2551,103613,육김치,복합식품,부식,김치,기타,1
2552,103614,육두주,복합식품,주류,양조곡주,순곡주류,1
2553,103615,육란,복합식품,기타,기타,기타,2
2554,103616,육란포,복합식품,부식,장아찌류,기타,1
2555,103617,육만두,복합식품,주식,면류,만두,6
2556,103618,육면,복합식품,주식,면류,국수,2
2557,103619,육산적,복합식품,부식,구이류,적,1
2558,103620,육생초,복합식품,부식,찜류,초,1
2559,103622,육쌈,복합식품,부식,구이류,전,1
2560,103624,육유병,복합식품,기호식,떡류,기타,1
2561,103625,육일주,복합식품,주류,양조곡주,순곡주류,1
2562,103626,육장,복합식품,조미식,장류,기타,6
2563,103627,육적,복합식품,부식,구이류,적,1
2564,103628,육전,복합식품,부식,구이류,전,1
2565,103629,육즙,복합식품,주식,죽류,즙,4
2566,103630,육찜,복합식품,부식,찜류,찜,1
2567,103631,육포,복합식품,부식,장아찌류,기타,17
2568,103632,육포구이,복합식품,부식,구이류,구이,1
2569,103633,육향미수가루,복합식품,기타,기타,기타,1
2570,103634,육회,복합식품,부식,회류,생회,12
2571,103635,윤집,복합식품,기타,기타,기타,1
2572,103637,율강병법,복합식품,기호식,떡류,찐떡,1
2573,103638,율란,복합식품,기호식,한과류,기타,10
2574,103639,율무,단일식품,기타,기타,기타,1
2575,103641,율무경단,복합식품,기호식,떡류,삶은떡,1
2576,103642,율무녹말,복합식품,기타,기타,기타,1
2577,103644,율무밥,복합식품,주식,죽류,죽,1
2578,103646,율무음료,복합식품,주식,죽류,죽,1
2579,103647,율무응이,복합식품,기타,기타,기타,5
2580,103649,율무주,복합식품,부식,국류,탕류,3
2581,103650,율무죽,복합식품,주식,죽류,죽,9
2582,103651,율무탕,복합식품,기호식,음청류,음료류,1
2583,103654,은어,단일식품,기타,기타,기타,1
2584,103658,은행경단,복합식품,기호식,떡류,삶은떡,1
2585,103659,은행껍질,복합식품,기타,기타,기타,1
2586,103660,은행단자,복합식품,기호식,떡류,친떡,3
2587,103661,은행떡,복합식품,기호식,떡류,기타,1
2588,103662,은행볶음,복합식품,부식,찜류,볶음,1
2589,103663,음용법,기타,주식,죽류,죽,6
2590,103664,응이,기타,주식,죽류,응이,1
2591,103665,이강고,복합식품,기타,기타,기타,3
2592,103666,이국,복합식품,주류,기타,기타,1
2593,103669,이슬떡,복합식품,조미식,양념류,고명류,1
2594,103670,이월장,복합식품,조미식,장류,기타,1
